Entry,Anode/Cathode,Solvent,Electrolyte,Current/Potential
5306,Pt/GF,TFE: EtOH(1: 1),KOAc,1.2 mA
5307,Pt/GF,TFE: EtOH(1: 1),KOAc,1.0 V
5308,Pt/GF,TFE: EtOH(1: 1),KOAc,1.5 V
5309,Pt/GF,TFE: EtOH(1: 1),KOAc,0.6 mA
5310,Pt/GF,TFE: EtOH(1: 1),LiClO4,0.3 mA
5311,Pt/GF,TFE: EtOH(1: 1),LiClO4,0.9 mA
5312,Pt/GF,TFE: EtOH(1: 1),LiClO4,1.2 mA
5313,Pt/GF,TFE: EtOH(1: 1),LiClO4,1.0 V
5314,Pt/GF,TFE: EtOH(1: 1),LiClO4,1.5 V
5315,Pt/GF,TFE: EtOH(1: 1),LiClO4,0.6 mA
5316,Pt/GF,TFE: EtOH(1: 1),LiOAc,0.3 mA
5317,Pt/GF,TFE: EtOH(1: 1),LiOAc,0.9 mA
5318,Pt/GF,TFE: EtOH(1: 1),LiOAc,1.2 mA
5319,Pt/GF,TFE: EtOH(1: 1),LiOAc,1.0 V
5320,Pt/GF,TFE: EtOH(1: 1),LiOAc,1.5 V
5321,Pt/GF,TFE: EtOH(1: 1),LiOAc,0.6 mA
5322,Pt/GF,TFE: EtOH(1: 1),NaO2CAd,0.3 mA
5323,Pt/GF,TFE: EtOH(1: 1),NaO2CAd,0.9 mA
5324,Pt/GF,TFE: EtOH(1: 1),NaO2CAd,1.2 mA
5325,Pt/GF,TFE: EtOH(1: 1),NaO2CAd,1.0 V
5326,Pt/GF,TFE: EtOH(1: 1),NaO2CAd,1.5 V
5327,Pt/GF,TFE: EtOH(1: 1),NaO2CAd,0.6 mA
5328,Pt/GF,TFE: EtOH(1: 1),NaOAc,0.3 mA
5329,Pt/GF,TFE: EtOH(1: 1),NaOAc,0.9 mA
5330,Pt/GF,TFE: EtOH(1: 1),NaOAc,1.2 mA
5331,Pt/GF,TFE: EtOH(1: 1),NaOAc,1.0 V
5332,Pt/GF,TFE: EtOH(1: 1),NaOAc,1.5 V
5333,Pt/GF,TFE: EtOH(1: 1),NaOAc,0.6 mA
5334,Pt/GF,TFE: EtOH(1: 1),nBu4NOAc,0.3 mA
5335,Pt/GF,TFE: EtOH(1: 1),nBu4NOAc,0.9 mA
5336,Pt/GF,TFE: EtOH(1: 1),nBu4NOAc,1.2 mA
5337,Pt/GF,TFE: EtOH(1: 1),nBu4NOAc,1.0 V
5338,Pt/GF,TFE: EtOH(1: 1),nBu4NOAc,1.5 V
5339,Pt/GF,TFE: EtOH(1: 1),nBu4NOAc,0.6 mA
5340,Pt/GF,TFE: EtOH(1: 1),nBu4NPF6,0.3 mA
5341,Pt/GF,TFE: EtOH(1: 1),nBu4NPF6,0.9 mA
5342,Pt/GF,TFE: EtOH(1: 1),nBu4NPF6,1.2 mA
5343,Pt/GF,TFE: EtOH(1: 1),nBu4NPF6,1.0 V
5344,Pt/GF,TFE: EtOH(1: 1),nBu4NPF6,1.5 V
5345,Pt/GF,TFE: EtOH(1: 1),nBu4NPF6,0.6 mA
5346,Pt/GF,TFE: MeCN(1: 1),NaOPiv,0.3 mA
5347,Pt/GF,TFE: MeCN(1: 1),NaOPiv,0.9 mA
5348,Pt/GF,TFE: MeCN(1: 1),NaOPiv,1.2 mA
5349,Pt/GF,TFE: MeCN(1: 1),NaOPiv,1.0 V
5350,Pt/GF,TFE: MeCN(1: 1),NaOPiv,1.5 V
5351,Pt/GF,TFE: MeCN(1: 1),NaOPiv,0.6 mA
5352,Pt/GF,TFE: MeCN(1: 1),K3PO4,0.3 mA
5353,Pt/GF,TFE: MeCN(1: 1),K3PO4,0.9 mA
5354,Pt/GF,TFE: MeCN(1: 1),K3PO4,1.2 mA
5355,Pt/GF,TFE: MeCN(1: 1),K3PO4,1.0 V
5356,Pt/GF,TFE: MeCN(1: 1),K3PO4,1.5 V
5357,Pt/GF,TFE: MeCN(1: 1),K3PO4,0.6 mA
5358,Pt/GF,TFE: MeCN(1: 1),KOAc,0.3 mA
5359,Pt/GF,TFE: MeCN(1: 1),KOAc,0.9 mA
5360,Pt/GF,TFE: MeCN(1: 1),KOAc,1.2 mA
5361,Pt/GF,TFE: MeCN(1: 1),KOAc,1.0 V
5362,Pt/GF,TFE: MeCN(1: 1),KOAc,1.5 V
5363,Pt/GF,TFE: MeCN(1: 1),KOAc,0.6 mA
5364,Pt/GF,TFE: MeCN(1: 1),LiClO4,0.3 mA
5365,Pt/GF,TFE: MeCN(1: 1),LiClO4,0.9 mA
5366,Pt/GF,TFE: MeCN(1: 1),LiClO4,1.2 mA
5367,Pt/GF,TFE: MeCN(1: 1),LiClO4,1.0 V
5368,Pt/GF,TFE: MeCN(1: 1),LiClO4,1.5 V
5369,Pt/GF,TFE: MeCN(1: 1),LiClO4,0.6 mA
5370,Pt/GF,TFE: MeCN(1: 1),LiOAc,0.3 mA
5371,Pt/GF,TFE: MeCN(1: 1),LiOAc,0.9 mA
5372,Pt/GF,TFE: MeCN(1: 1),LiOAc,1.2 mA
5373,Pt/GF,TFE: MeCN(1: 1),LiOAc,1.0 V
5374,Pt/GF,TFE: MeCN(1: 1),LiOAc,1.5 V
5375,Pt/GF,TFE: MeCN(1: 1),LiOAc,0.6 mA
5376,Pt/GF,TFE: MeCN(1: 1),NaO2CAd,0.3 mA
5377,Pt/GF,TFE: MeCN(1: 1),NaO2CAd,0.9 mA
5378,Pt/GF,TFE: MeCN(1: 1),NaO2CAd,1.2 mA
5379,Pt/GF,TFE: MeCN(1: 1),NaO2CAd,1.0 V
5380,Pt/GF,TFE: MeCN(1: 1),NaO2CAd,1.5 V
5381,Pt/GF,TFE: MeCN(1: 1),NaO2CAd,0.6 mA
5382,Pt/GF,TFE: MeCN(1: 1),NaOAc,0.3 mA
5383,Pt/GF,TFE: MeCN(1: 1),NaOAc,0.9 mA
5384,Pt/GF,TFE: MeCN(1: 1),NaOAc,1.2 mA
5385,Pt/GF,TFE: MeCN(1: 1),NaOAc,1.0 V
5386,Pt/GF,TFE: MeCN(1: 1),NaOAc,1.5 V
5387,Pt/GF,TFE: MeCN(1: 1),NaOAc,0.6 mA
5388,Pt/GF,TFE: MeCN(1: 1),nBu4NOAc,0.3 mA
5389,Pt/GF,TFE: MeCN(1: 1),nBu4NOAc,0.9 mA
5390,Pt/GF,TFE: MeCN(1: 1),nBu4NOAc,1.2 mA
5391,Pt/GF,TFE: MeCN(1: 1),nBu4NOAc,1.0 V
5392,Pt/GF,TFE: MeCN(1: 1),nBu4NOAc,1.5 V
5393,Pt/GF,TFE: MeCN(1: 1),nBu4NOAc,0.6 mA
5394,Pt/GF,TFE: MeCN(1: 1),nBu4NPF6,0.3 mA
5395,Pt/GF,TFE: MeCN(1: 1),nBu4NPF6,0.9 mA
5396,Pt/GF,TFE: MeCN(1: 1),nBu4NPF6,1.2 mA
5397,Pt/GF,TFE: MeCN(1: 1),nBu4NPF6,1.0 V
5398,Pt/GF,TFE: MeCN(1: 1),nBu4NPF6,1.5 V
5399,Pt/GF,TFE: MeCN(1: 1),nBu4NPF6,0.6 mA
5400,Pt/Pt,AcOH: TFE(1: 1),NaOPiv,0.3 mA
5401,Pt/Pt,AcOH: TFE(1: 1),NaOPiv,0.9 mA
5402,Pt/Pt,AcOH: TFE(1: 1),NaOPiv,1.2 mA
5403,Pt/Pt,AcOH: TFE(1: 1),NaOPiv,1.0 V
5404,Pt/Pt,AcOH: TFE(1: 1),NaOPiv,1.5 V
5405,Pt/Pt,AcOH: TFE(1: 1),NaOPiv,0.6 mA
5406,Pt/Pt,AcOH: TFE(1: 1),K3PO4,0.3 mA
5407,Pt/Pt,AcOH: TFE(1: 1),K3PO4,0.9 mA
5408,Pt/Pt,AcOH: TFE(1: 1),K3PO4,1.2 mA
5409,Pt/Pt,AcOH: TFE(1: 1),K3PO4,1.0 V
5410,Pt/Pt,AcOH: TFE(1: 1),K3PO4,1.5 V
5411,Pt/Pt,AcOH: TFE(1: 1),K3PO4,0.6 mA
5412,Pt/Pt,AcOH: TFE(1: 1),KOAc,0.3 mA
5413,Pt/Pt,AcOH: TFE(1: 1),KOAc,0.9 mA
5414,Pt/Pt,AcOH: TFE(1: 1),KOAc,1.2 mA
5415,Pt/Pt,AcOH: TFE(1: 1),KOAc,1.0 V
5416,Pt/Pt,AcOH: TFE(1: 1),KOAc,1.5 V
5417,Pt/Pt,AcOH: TFE(1: 1),KOAc,0.6 mA
5418,Pt/Pt,AcOH: TFE(1: 1),LiClO4,0.3 mA
5419,Pt/Pt,AcOH: TFE(1: 1),LiClO4,0.9 mA
5420,Pt/Pt,AcOH: TFE(1: 1),LiClO4,1.2 mA
5421,Pt/Pt,AcOH: TFE(1: 1),LiClO4,1.0 V
5422,Pt/Pt,AcOH: TFE(1: 1),LiClO4,1.5 V
5423,Pt/Pt,AcOH: TFE(1: 1),LiClO4,0.6 mA
5424,Pt/Pt,AcOH: TFE(1: 1),LiOAc,0.3 mA
5425,Pt/Pt,AcOH: TFE(1: 1),LiOAc,0.9 mA
5426,Pt/Pt,AcOH: TFE(1: 1),LiOAc,1.2 mA
5427,Pt/Pt,AcOH: TFE(1: 1),LiOAc,1.0 V
5428,Pt/Pt,AcOH: TFE(1: 1),LiOAc,1.5 V
5429,Pt/Pt,AcOH: TFE(1: 1),LiOAc,0.6 mA
5430,Pt/Pt,AcOH: TFE(1: 1),NaO2CAd,0.3 mA
5431,Pt/Pt,AcOH: TFE(1: 1),NaO2CAd,0.9 mA
5432,Pt/Pt,AcOH: TFE(1: 1),NaO2CAd,1.2 mA
5433,Pt/Pt,AcOH: TFE(1: 1),NaO2CAd,1.0 V
5434,Pt/Pt,AcOH: TFE(1: 1),NaO2CAd,1.5 V
5435,Pt/Pt,AcOH: TFE(1: 1),NaO2CAd,0.6 mA
5436,Pt/Pt,AcOH: TFE(1: 1),NaOAc,0.3 mA
5437,Pt/Pt,AcOH: TFE(1: 1),NaOAc,0.9 mA
5438,Pt/Pt,AcOH: TFE(1: 1),NaOAc,1.2 mA
5439,Pt/Pt,AcOH: TFE(1: 1),NaOAc,1.0 V
5440,Pt/Pt,AcOH: TFE(1: 1),NaOAc,1.5 V
5441,Pt/Pt,AcOH: TFE(1: 1),NaOAc,0.6 mA
5442,Pt/Pt,AcOH: TFE(1: 1),nBu4NOAc,0.3 mA
5443,Pt/Pt,AcOH: TFE(1: 1),nBu4NOAc,0.9 mA
5444,Pt/Pt,AcOH: TFE(1: 1),nBu4NOAc,1.2 mA
5445,Pt/Pt,AcOH: TFE(1: 1),nBu4NOAc,1.0 V
5446,Pt/Pt,AcOH: TFE(1: 1),nBu4NOAc,1.5 V
5447,Pt/Pt,AcOH: TFE(1: 1),nBu4NOAc,0.6 mA
5448,Pt/Pt,AcOH: TFE(1: 1),nBu4NPF6,0.3 mA
5449,Pt/Pt,AcOH: TFE(1: 1),nBu4NPF6,0.9 mA
5450,Pt/Pt,AcOH: TFE(1: 1),nBu4NPF6,1.2 mA
5451,Pt/Pt,AcOH: TFE(1: 1),nBu4NPF6,1.0 V
5452,Pt/Pt,AcOH: TFE(1: 1),nBu4NPF6,1.5 V
5453,Pt/Pt,AcOH: TFE(1: 1),nBu4NPF6,0.6 mA
5454,Pt/Pt,EtOH,NaOPiv,0.3 mA
5455,Pt/Pt,EtOH,NaOPiv,0.9 mA
5456,Pt/Pt,EtOH,NaOPiv,1.2 mA
5457,Pt/Pt,EtOH,NaOPiv,1.0 V
5458,Pt/Pt,EtOH,NaOPiv,1.5 V
5459,Pt/Pt,EtOH,NaOPiv,0.6 mA
5460,Pt/Pt,EtOH,K3PO4,0.3 mA
5461,Pt/Pt,EtOH,K3PO4,0.9 mA
5462,Pt/Pt,EtOH,K3PO4,1.2 mA
5463,Pt/Pt,EtOH,K3PO4,1.0 V
5464,Pt/Pt,EtOH,K3PO4,1.5 V
5465,Pt/Pt,EtOH,K3PO4,0.6 mA
5466,Pt/Pt,EtOH,KOAc,0.3 mA
5467,Pt/Pt,EtOH,KOAc,0.9 mA
5468,Pt/Pt,EtOH,KOAc,1.2 mA
5469,Pt/Pt,EtOH,KOAc,1.0 V
5470,Pt/Pt,EtOH,KOAc,1.5 V
5471,Pt/Pt,EtOH,KOAc,0.6 mA
5472,Pt/Pt,EtOH,LiClO4,0.3 mA
5473,Pt/Pt,EtOH,LiClO4,0.9 mA
5474,Pt/Pt,EtOH,LiClO4,1.2 mA
5475,Pt/Pt,EtOH,LiClO4,1.0 V
5476,Pt/Pt,EtOH,LiClO4,1.5 V
5477,Pt/Pt,EtOH,LiClO4,0.6 mA
5478,Pt/Pt,EtOH,LiOAc,0.3 mA
5479,Pt/Pt,EtOH,LiOAc,0.9 mA
5480,Pt/Pt,EtOH,LiOAc,1.2 mA
5481,Pt/Pt,EtOH,LiOAc,1.0 V
5482,Pt/Pt,EtOH,LiOAc,1.5 V
5483,Pt/Pt,EtOH,LiOAc,0.6 mA
5484,Pt/Pt,EtOH,NaO2CAd,0.3 mA
5485,Pt/Pt,EtOH,NaO2CAd,0.9 mA
5486,Pt/Pt,EtOH,NaO2CAd,1.2 mA
5487,Pt/Pt,EtOH,NaO2CAd,1.0 V
5488,Pt/Pt,EtOH,NaO2CAd,1.5 V
5489,Pt/Pt,EtOH,NaO2CAd,0.6 mA
5490,Pt/Pt,EtOH,NaOAc,0.3 mA
5491,Pt/Pt,EtOH,NaOAc,0.9 mA
5492,Pt/Pt,EtOH,NaOAc,1.2 mA
5493,Pt/Pt,EtOH,NaOAc,1.0 V
5494,Pt/Pt,EtOH,NaOAc,1.5 V
5495,Pt/Pt,EtOH,NaOAc,0.6 mA
5496,Pt/Pt,EtOH,nBu4NOAc,0.3 mA
5497,Pt/Pt,EtOH,nBu4NOAc,0.9 mA
5498,Pt/Pt,EtOH,nBu4NOAc,1.2 mA
5499,Pt/Pt,EtOH,nBu4NOAc,1.0 V
5500,Pt/Pt,EtOH,nBu4NOAc,1.5 V
5501,Pt/Pt,EtOH,nBu4NOAc,0.6 mA
5502,Pt/Pt,EtOH,nBu4NPF6,0.3 mA
5503,Pt/Pt,EtOH,nBu4NPF6,0.9 mA
5504,Pt/Pt,EtOH,nBu4NPF6,1.2 mA
5505,Pt/Pt,EtOH,nBu4NPF6,1.0 V
5506,Pt/Pt,EtOH,nBu4NPF6,1.5 V
5507,Pt/Pt,EtOH,nBu4NPF6,0.6 mA
5508,Pt/Pt,EtOH: MeCN(1: 1),NaOPiv,0.3 mA
5509,Pt/Pt,EtOH: MeCN(1: 1),NaOPiv,0.9 mA
5510,Pt/Pt,EtOH: MeCN(1: 1),NaOPiv,1.2 mA
5511,Pt/Pt,EtOH: MeCN(1: 1),NaOPiv,1.0 V
5512,Pt/Pt,EtOH: MeCN(1: 1),NaOPiv,1.5 V
5513,Pt/Pt,EtOH: MeCN(1: 1),NaOPiv,0.6 mA
5514,Pt/Pt,EtOH: MeCN(1: 1),K3PO4,0.3 mA
5515,Pt/Pt,EtOH: MeCN(1: 1),K3PO4,0.9 mA
5516,Pt/Pt,EtOH: MeCN(1: 1),K3PO4,1.2 mA
5517,Pt/Pt,EtOH: MeCN(1: 1),K3PO4,1.0 V
5518,Pt/Pt,EtOH: MeCN(1: 1),K3PO4,1.5 V
5519,Pt/Pt,EtOH: MeCN(1: 1),K3PO4,0.6 mA
5520,Pt/Pt,EtOH: MeCN(1: 1),KOAc,0.3 mA
5521,Pt/Pt,EtOH: MeCN(1: 1),KOAc,0.9 mA
5522,Pt/Pt,EtOH: MeCN(1: 1),KOAc,1.2 mA
5523,Pt/Pt,EtOH: MeCN(1: 1),KOAc,1.0 V
5524,Pt/Pt,EtOH: MeCN(1: 1),KOAc,1.5 V
5525,Pt/Pt,EtOH: MeCN(1: 1),KOAc,0.6 mA
5526,Pt/Pt,EtOH: MeCN(1: 1),LiClO4,0.3 mA
5527,Pt/Pt,EtOH: MeCN(1: 1),LiClO4,0.9 mA
5528,Pt/Pt,EtOH: MeCN(1: 1),LiClO4,1.2 mA
5529,Pt/Pt,EtOH: MeCN(1: 1),LiClO4,1.0 V
5530,Pt/Pt,EtOH: MeCN(1: 1),LiClO4,1.5 V
5531,Pt/Pt,EtOH: MeCN(1: 1),LiClO4,0.6 mA
5532,Pt/Pt,EtOH: MeCN(1: 1),LiOAc,0.3 mA
5533,Pt/Pt,EtOH: MeCN(1: 1),LiOAc,0.9 mA
5534,Pt/Pt,EtOH: MeCN(1: 1),LiOAc,1.2 mA
5535,Pt/Pt,EtOH: MeCN(1: 1),LiOAc,1.0 V
5536,Pt/Pt,EtOH: MeCN(1: 1),LiOAc,1.5 V
5537,Pt/Pt,EtOH: MeCN(1: 1),LiOAc,0.6 mA
5538,Pt/Pt,EtOH: MeCN(1: 1),NaO2CAd,0.3 mA
5539,Pt/Pt,EtOH: MeCN(1: 1),NaO2CAd,0.9 mA
5540,Pt/Pt,EtOH: MeCN(1: 1),NaO2CAd,1.2 mA
5541,Pt/Pt,EtOH: MeCN(1: 1),NaO2CAd,1.0 V
5542,Pt/Pt,EtOH: MeCN(1: 1),NaO2CAd,1.5 V
5543,Pt/Pt,EtOH: MeCN(1: 1),NaO2CAd,0.6 mA
5544,Pt/Pt,EtOH: MeCN(1: 1),NaOAc,0.3 mA
5545,Pt/Pt,EtOH: MeCN(1: 1),NaOAc,0.9 mA
5546,Pt/Pt,EtOH: MeCN(1: 1),NaOAc,1.2 mA
5547,Pt/Pt,EtOH: MeCN(1: 1),NaOAc,1.0 V
5548,Pt/Pt,EtOH: MeCN(1: 1),NaOAc,1.5 V
5549,Pt/Pt,EtOH: MeCN(1: 1),NaOAc,0.6 mA
5550,Pt/Pt,EtOH: MeCN(1: 1),nBu4NOAc,0.3 mA
5551,Pt/Pt,EtOH: MeCN(1: 1),nBu4NOAc,0.9 mA
5552,Pt/Pt,EtOH: MeCN(1: 1),nBu4NOAc,1.2 mA
5553,Pt/Pt,EtOH: MeCN(1: 1),nBu4NOAc,1.0 V
5554,Pt/Pt,EtOH: MeCN(1: 1),nBu4NOAc,1.5 V
5555,Pt/Pt,EtOH: MeCN(1: 1),nBu4NOAc,0.6 mA
5556,Pt/Pt,EtOH: MeCN(1: 1),nBu4NPF6,0.3 mA
5557,Pt/Pt,EtOH: MeCN(1: 1),nBu4NPF6,0.9 mA
5558,Pt/Pt,EtOH: MeCN(1: 1),nBu4NPF6,1.2 mA
5559,Pt/Pt,EtOH: MeCN(1: 1),nBu4NPF6,1.0 V
5560,Pt/Pt,EtOH: MeCN(1: 1),nBu4NPF6,1.5 V
5561,Pt/Pt,EtOH: MeCN(1: 1),nBu4NPF6,0.6 mA
5562,Pt/Pt,AcOH,NaOPiv,0.3 mA
5563,Pt/Pt,AcOH,NaOPiv,0.9 mA
5564,Pt/Pt,AcOH,NaOPiv,1.2 mA
5565,Pt/Pt,AcOH,NaOPiv,1.0 V
5566,Pt/Pt,AcOH,NaOPiv,1.5 V
5567,Pt/Pt,AcOH,NaOPiv,0.6 mA
5568,Pt/Pt,AcOH,K3PO4,0.3 mA
5569,Pt/Pt,AcOH,K3PO4,0.9 mA
5570,Pt/Pt,AcOH,K3PO4,1.2 mA
5571,Pt/Pt,AcOH,K3PO4,1.0 V
5572,Pt/Pt,AcOH,K3PO4,1.5 V
5573,Pt/Pt,AcOH,K3PO4,0.6 mA
5574,Pt/Pt,AcOH,KOAc,0.3 mA
5575,Pt/Pt,AcOH,KOAc,0.9 mA
5576,Pt/Pt,AcOH,KOAc,1.2 mA
5577,Pt/Pt,AcOH,KOAc,1.0 V
5578,Pt/Pt,AcOH,KOAc,1.5 V
5579,Pt/Pt,AcOH,KOAc,0.6 mA
5580,Pt/Pt,AcOH,LiClO4,0.3 mA
5581,Pt/Pt,AcOH,LiClO4,0.9 mA
5582,Pt/Pt,AcOH,LiClO4,1.2 mA
5583,Pt/Pt,AcOH,LiClO4,1.0 V
5584,Pt/Pt,AcOH,LiClO4,1.5 V
5585,Pt/Pt,AcOH,LiClO4,0.6 mA
5586,Pt/Pt,AcOH,LiOAc,0.3 mA
5587,Pt/Pt,AcOH,LiOAc,0.9 mA
5588,Pt/Pt,AcOH,LiOAc,1.2 mA
5589,Pt/Pt,AcOH,LiOAc,1.0 V
5590,Pt/Pt,AcOH,LiOAc,1.5 V
5591,Pt/Pt,AcOH,LiOAc,0.6 mA
5592,Pt/Pt,AcOH,NaO2CAd,0.3 mA
5593,Pt/Pt,AcOH,NaO2CAd,0.9 mA
5594,Pt/Pt,AcOH,NaO2CAd,1.2 mA
5595,Pt/Pt,AcOH,NaO2CAd,1.0 V
5596,Pt/Pt,AcOH,NaO2CAd,1.5 V
5597,Pt/Pt,AcOH,NaO2CAd,0.6 mA
5598,Pt/Pt,AcOH,NaOAc,0.3 mA
5599,Pt/Pt,AcOH,NaOAc,0.9 mA
5600,Pt/Pt,AcOH,NaOAc,1.2 mA
5601,Pt/Pt,AcOH,NaOAc,1.0 V
5602,Pt/Pt,AcOH,NaOAc,1.5 V
5603,Pt/Pt,AcOH,NaOAc,0.6 mA
5604,Pt/Pt,AcOH,nBu4NOAc,0.3 mA
5605,Pt/Pt,AcOH,nBu4NOAc,0.9 mA
5606,Pt/Pt,AcOH,nBu4NOAc,1.2 mA
5607,Pt/Pt,AcOH,nBu4NOAc,1.0 V
5608,Pt/Pt,AcOH,nBu4NOAc,1.5 V
5609,Pt/Pt,AcOH,nBu4NOAc,0.6 mA
5610,Pt/Pt,AcOH,nBu4NPF6,0.3 mA
5611,Pt/Pt,AcOH,nBu4NPF6,0.9 mA
5612,Pt/Pt,AcOH,nBu4NPF6,1.2 mA
5613,Pt/Pt,AcOH,nBu4NPF6,1.0 V
5614,Pt/Pt,AcOH,nBu4NPF6,1.5 V
5615,Pt/Pt,AcOH,nBu4NPF6,0.6 mA
5616,Pt/Pt,AcOH: EtOH(1: 1),NaOPiv,0.3 mA
5617,Pt/Pt,AcOH: EtOH(1: 1),NaOPiv,0.9 mA
5618,Pt/Pt,AcOH: EtOH(1: 1),NaOPiv,1.2 mA
5619,Pt/Pt,AcOH: EtOH(1: 1),NaOPiv,1.0 V
5620,Pt/Pt,AcOH: EtOH(1: 1),NaOPiv,1.5 V
5621,Pt/Pt,AcOH: EtOH(1: 1),NaOPiv,0.6 mA
5622,Pt/Pt,AcOH: EtOH(1: 1),K3PO4,0.3 mA
5623,Pt/Pt,AcOH: EtOH(1: 1),K3PO4,0.9 mA
5624,Pt/Pt,AcOH: EtOH(1: 1),K3PO4,1.2 mA
5625,Pt/Pt,AcOH: EtOH(1: 1),K3PO4,1.0 V
5626,Pt/Pt,AcOH: EtOH(1: 1),K3PO4,1.5 V
5627,Pt/Pt,AcOH: EtOH(1: 1),K3PO4,0.6 mA
5628,Pt/Pt,AcOH: EtOH(1: 1),KOAc,0.3 mA
5629,Pt/Pt,AcOH: EtOH(1: 1),KOAc,0.9 mA
5630,Pt/Pt,AcOH: EtOH(1: 1),KOAc,1.2 mA
5631,Pt/Pt,AcOH: EtOH(1: 1),KOAc,1.0 V
5632,Pt/Pt,AcOH: EtOH(1: 1),KOAc,1.5 V
5633,Pt/Pt,AcOH: EtOH(1: 1),KOAc,0.6 mA
5634,Pt/Pt,AcOH: EtOH(1: 1),LiClO4,0.3 mA
5635,Pt/Pt,AcOH: EtOH(1: 1),LiClO4,0.9 mA
5636,Pt/Pt,AcOH: EtOH(1: 1),LiClO4,1.2 mA
5637,Pt/Pt,AcOH: EtOH(1: 1),LiClO4,1.0 V
5638,Pt/Pt,AcOH: EtOH(1: 1),LiClO4,1.5 V
5639,Pt/Pt,AcOH: EtOH(1: 1),LiClO4,0.6 mA
5640,Pt/Pt,AcOH: EtOH(1: 1),LiOAc,0.3 mA
5641,Pt/Pt,AcOH: EtOH(1: 1),LiOAc,0.9 mA
5642,Pt/Pt,AcOH: EtOH(1: 1),LiOAc,1.2 mA
5643,Pt/Pt,AcOH: EtOH(1: 1),LiOAc,1.0 V
5644,Pt/Pt,AcOH: EtOH(1: 1),LiOAc,1.5 V
5645,Pt/Pt,AcOH: EtOH(1: 1),LiOAc,0.6 mA
5646,Pt/Pt,AcOH: EtOH(1: 1),NaO2CAd,0.3 mA
5647,Pt/Pt,AcOH: EtOH(1: 1),NaO2CAd,0.9 mA
5648,Pt/Pt,AcOH: EtOH(1: 1),NaO2CAd,1.2 mA
5649,Pt/Pt,AcOH: EtOH(1: 1),NaO2CAd,1.0 V
5650,Pt/Pt,AcOH: EtOH(1: 1),NaO2CAd,1.5 V
5651,Pt/Pt,AcOH: EtOH(1: 1),NaO2CAd,0.6 mA
5652,Pt/Pt,AcOH: EtOH(1: 1),NaOAc,0.3 mA
5653,Pt/Pt,AcOH: EtOH(1: 1),NaOAc,0.9 mA
5654,Pt/Pt,AcOH: EtOH(1: 1),NaOAc,1.2 mA
5655,Pt/Pt,AcOH: EtOH(1: 1),NaOAc,1.0 V
5656,Pt/Pt,AcOH: EtOH(1: 1),NaOAc,1.5 V
5657,Pt/Pt,AcOH: EtOH(1: 1),NaOAc,0.6 mA
5658,Pt/Pt,AcOH: EtOH(1: 1),nBu4NOAc,0.3 mA
5659,Pt/Pt,AcOH: EtOH(1: 1),nBu4NOAc,0.9 mA
5660,Pt/Pt,AcOH: EtOH(1: 1),nBu4NOAc,1.2 mA
5661,Pt/Pt,AcOH: EtOH(1: 1),nBu4NOAc,1.0 V
5662,Pt/Pt,AcOH: EtOH(1: 1),nBu4NOAc,1.5 V
5663,Pt/Pt,AcOH: EtOH(1: 1),nBu4NOAc,0.6 mA
5664,Pt/Pt,AcOH: EtOH(1: 1),nBu4NPF6,0.3 mA
5665,Pt/Pt,AcOH: EtOH(1: 1),nBu4NPF6,0.9 mA
5666,Pt/Pt,AcOH: EtOH(1: 1),nBu4NPF6,1.2 mA
5667,Pt/Pt,AcOH: EtOH(1: 1),nBu4NPF6,1.0 V
5668,Pt/Pt,AcOH: EtOH(1: 1),nBu4NPF6,1.5 V
5669,Pt/Pt,AcOH: EtOH(1: 1),nBu4NPF6,0.6 mA
5670,Pt/Pt,AcOH: MeCN(1: 1),NaOPiv,0.3 mA
5671,Pt/Pt,AcOH: MeCN(1: 1),NaOPiv,0.9 mA
5672,Pt/Pt,AcOH: MeCN(1: 1),NaOPiv,1.2 mA
5673,Pt/Pt,AcOH: MeCN(1: 1),NaOPiv,1.0 V
5674,Pt/Pt,AcOH: MeCN(1: 1),NaOPiv,1.5 V
5675,Pt/Pt,AcOH: MeCN(1: 1),NaOPiv,0.6 mA
5676,Pt/Pt,AcOH: MeCN(1: 1),K3PO4,0.3 mA
5677,Pt/Pt,AcOH: MeCN(1: 1),K3PO4,0.9 mA
5678,Pt/Pt,AcOH: MeCN(1: 1),K3PO4,1.2 mA
5679,Pt/Pt,AcOH: MeCN(1: 1),K3PO4,1.0 V
5680,Pt/Pt,AcOH: MeCN(1: 1),K3PO4,1.5 V
5681,Pt/Pt,AcOH: MeCN(1: 1),K3PO4,0.6 mA
5682,Pt/Pt,AcOH: MeCN(1: 1),KOAc,0.3 mA
5683,Pt/Pt,AcOH: MeCN(1: 1),KOAc,0.9 mA
5684,Pt/Pt,AcOH: MeCN(1: 1),KOAc,1.2 mA
5685,Pt/Pt,AcOH: MeCN(1: 1),KOAc,1.0 V
5686,Pt/Pt,AcOH: MeCN(1: 1),KOAc,1.5 V
5687,Pt/Pt,AcOH: MeCN(1: 1),KOAc,0.6 mA
5688,Pt/Pt,AcOH: MeCN(1: 1),LiClO4,0.3 mA
5689,Pt/Pt,AcOH: MeCN(1: 1),LiClO4,0.9 mA
5690,Pt/Pt,AcOH: MeCN(1: 1),LiClO4,1.2 mA
5691,Pt/Pt,AcOH: MeCN(1: 1),LiClO4,1.0 V
